#Name,#tic_id,#Per,#Per_err,#Ecc,#Ecc_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#RA,#DEC,#Nos_of_stars,#sum
Kepler-1202 b,TIC 63209010,28.6851324,0.0001899,,,2454992.87673,0.00528,,,0.02631,0.00578,5834,0.06,4.42,292.290606,44.6532281,1,4
Kepler-1203 b,TIC 63449012,0.58800076,5.8E-07,,,2454965.059132,0.000817,,,0.01558,0.0008,4105,0.01,4.67,292.7734523,44.178088,1,4
Kepler-1204 b,TIC 159043952,85.7350285,0.0006373,,,2455003.98553,0.00629,,,0.0267,0.00094,5825,0.06,4.42,289.4415238,42.4981476,1,2
Kepler-1205 b,TIC 122443195,1.07839035,1.6E-06,,,2454966.24975,0.00125,,,0.01631,0.00052,5226,-0.04,4.56,290.2796734,41.5150499,1,2
Kepler-1206 b,TIC 27649203,1.21699766,2.61E-06,,,2454965.03255,0.00173,,,0.01983,0.00087,4877,0.07,4.6,295.9383737,49.7911337,1,4
Kepler-1207 b,TIC 27390527,13.68237119,8.986E-05,,,2454972.1874,0.00533,,,0.01368,0.00323,5909,0.05,4.41,295.0641963,49.3589615,1,4
Kepler-1208 b,TIC 63010574,11.08507637,5.235E-05,,,2455188.03662,0.00323,,,0.028,0.00181,5001,-0.03,4.59,291.8812445,44.5557587,1,4
Kepler-1209 b,TIC 399953998,25.369116,0.0001249,,,2454976.68738,0.00425,,,0.00981,0.00032,6210,0.12,4.24,287.5849352,49.1547328,1,6
Kepler-1210 b,TIC 26750065,8.07124073,4.899E-05,,,2454970.76385,0.00539,,,0.01677,0.00096,5568,0.04,4.49,292.8321598,48.2193376,1,4
Kepler-1211 b,TIC 120578889,11.01816836,7.975E-05,,,2454972.88044,0.00684,,,0.02546,0.00221,5705,-0.08,4.48,285.7207618,40.8569116,1,4
Kepler-1212 b,TIC 27912642,12.94130146,7.91E-05,,,2454972.89312,0.00486,,,0.01726,0.00074,6051,0.03,4.36,296.8534096,50.0373196,1,4
Kepler-1213 b,TIC 416266465,5.34982412,2.659E-05,,,2454966.88038,0.00435,,,0.00858,0.00036,6050,0.13,4.33,289.4858423,50.9441967,1,4
Kepler-1214 b,TIC 48528473,18.82634264,8.784E-05,,,2454967.70171,0.00393,,,0.02696,0.00161,5130,0.05,4.57,285.1427113,49.8006565,1,6
Kepler-1215 b,TIC 28230011,4.76703963,2.3E-05,,,2454965.69039,0.00393,,,0.01197,0.00052,5616,0.01,4.48,297.4636477,48.1813978,1,4
Kepler-1216 b,TIC 158486842,4.37034536,1.993E-05,,,2454964.92397,0.00381,,,0.01321,0.00067,5743,0.03,4.46,287.4052661,45.917979,1,6
Kepler-1217 b,TIC 299160628,2.03232507,6.46E-06,,,2454965.31867,0.00299,,,0.01668,0.00071,5905,0.07,4.4,289.1866841,50.9375614,1,4
Kepler-1218 b,TIC 159763595,22.9221266,0.0002337,,,2454966.6665,0.0078,,,0.01156,0.00012,5986,-0.02,4.38,291.5788505,44.5316825,1,2
Kepler-1219 b,TIC 273046164,16.10467749,8.828E-05,,,2454968.0157,0.00478,,,0.01019,0.00034,5944,0.05,3.97,297.2158443,47.3785082,1,4
Kepler-1220 b,TIC 272944301,7.42693741,4.187E-05,,,2454966.09871,0.00497,,,0.01377,0.0007,5842,-0.04,4.45,297.070398,42.9777396,1,4
Kepler-1221 b,TIC 279912260,12.00096042,5.761E-05,,,2454975.04145,0.00354,,,0.02136,0.00308,5194,0.09,4.55,285.8223636,45.7118423,1,4
Kepler-1222 b,TIC 27240404,1.91694425,6.11E-06,,,2454965.46704,0.00248,,,0.00938,0.0005,5239,-0.04,4.56,294.889616,49.3798215,1,4
Kepler-1223 b,TIC 164889945,16.301259,0.000103,,,2454966.79243,0.00467,,,0.01507,0.00049,4870,0.04,4.6,285.2956462,44.5527542,1,4
Kepler-1224 b,TIC 120964116,13.32351601,7.281E-05,,,2454967.03469,0.0045,,,0.00968,0.00047,6155,0.14,4.34,286.6257591,37.537313,1,1
Kepler-1225 b,TIC 122595850,7.01075434,2.753E-05,,,2454971.40066,0.00346,,,0.01388,0.00063,6140,0.01,4.34,290.6332748,40.1369671,1,2
Kepler-1226 b,TIC 27845000,17.2923453,0.0001187,,,2454968.74985,0.00556,,,0.01297,0.00052,5923,-0.08,4.43,296.3768521,50.6214592,1,4
Kepler-1227 b,TIC 121113728,94.2887577,0.0005873,,,2454999.51295,0.00501,,,0.02198,0.00365,5747,-0.04,4.47,287.0664109,41.8749712,1,2
Kepler-1228 b,TIC 272596598,0.57736958,4.1E-07,,,2454965.425551,0.000545,,,0.01868,0.00057,5063,-0.18,4.59,296.552761,46.9661945,1,4
Kepler-1229 b,TIC 273373582,86.828989,0.001069,,,2455022.26884,0.00777,,,0.02468,0.00157,3784,-0.06,4.75,297.4868347,46.9966782,1,4
Kepler-1230 b,TIC 237157859,9.95661537,4.469E-05,,,2454969.59034,0.00463,,,0.02344,0.00081,5961,0.01,4.4,283.2645129,41.7114526,1,4
Kepler-1231 b,TIC 158792743,10.41725184,6.556E-05,,,2454970.45911,0.00509,,,0.01284,0.00066,5778,0.06,4.44,288.5882888,42.6056644,1,2
Kepler-1232 b,TIC 351190880,26.7839183,0.0001786,,,2454973.75391,0.00557,,,0.01967,0.00044,5471,0.06,4.51,296.5500966,49.102307,1,4
Kepler-1233 b,TIC 273131021,45.1263042,0.0005171,,,2454998.4167,0.0101,,,0.01861,0.00073,6198,0.02,4.3,297.3750954,46.6622201,1,4
Kepler-1234 b,TIC 399956098,11.94014029,8.335E-05,,,2454969.55927,0.0059,,,0.03396,0.00153,4967,0.01,4.59,287.5220359,51.3759464,1,4
Kepler-1235 b,TIC 164830167,4.16055856,2.789E-05,,,2454965.27378,0.00466,,,0.00768,0.00048,5541,0.01,4.5,284.9030677,43.9540616,1,4
Kepler-1236 b,TIC 271758949,31.0571618,0.0002508,,,2454980.5629,0.00674,,,0.02359,0.00061,5337,-0.09,4.55,295.6247375,42.5458739,1,4
Kepler-1237 b,TIC 271770315,84.5733226,0.000648,,,2454983.15332,0.00706,,,0.02891,0.00121,5472,0.12,4.5,295.6292745,44.6905815,1,4
Kepler-1238 b,TIC 169931288,4.14787559,3.447E-05,,,2454968.53534,0.00684,,,0.01199,0.00054,6386,0.05,4.21,297.9057655,40.1628378,1,3
Kepler-1239 b,TIC 275496016,5.19104016,2.643E-05,,,2454968.21466,0.00436,,,0.01668,0.00044,6564,0.22,4.2,293.1273357,42.3200578,1,4
Kepler-1240 b,TIC 258203566,4.8663815,2.513E-05,,,2454967.01713,0.00406,,,0.01098,0.00079,5682,0.04,4.47,282.9997682,40.5574322,1,4
Kepler-1241 b,TIC 378013798,18.5525701,0.0001035,,,2454968.51046,0.00449,,,0.0299,0.00036,5261,-0.09,4.56,294.5762033,38.4569588,1,0
Kepler-1242 b,TIC 120317833,13.62798432,5.714E-05,,,2454968.45049,0.00376,,,0.02795,0.0011,4895,-0.05,4.6,284.6062174,41.196344,1,4
Kepler-1243 b,TIC 270782121,16.8320729,8.923E-05,,,2454973.5288,0.00503,,,0.01667,0.0003,5667,0.01,4.48,294.009397,42.8807779,1,4
Kepler-1244 b,TIC 123447592,3.70428172,1.784E-05,,,2454965.2159,0.00396,,,0.00708,0.00031,6680,0.05,4.1,282.3012505,46.5161814,1,4
Kepler-1246 b,TIC 298785034,11.32271513,8.852E-05,,,2454969.05664,0.00543,,,0.01759,0.00252,4611,-0.03,4.63,287.6572346,48.9822053,1,6
Kepler-1247 b,TIC 271165854,13.71220213,6.363E-05,,,2454968.51865,0.00427,,,0.02627,0.00119,5303,-0.05,4.55,294.5335974,46.6182365,1,4
Kepler-1248 b,TIC 298897924,7.46725407,5.302E-05,,,2454969.38542,0.00586,,,0.00862,0.00146,6149,0.24,4.36,288.0592191,51.3544564,1,6
Kepler-1249 b,TIC 272719153,24.3347127,0.0002886,,,2454980.4084,0.01,,,0.01721,0.00056,6202,0.06,4.29,296.8948517,44.3717429,1,4
Kepler-1250 b,TIC 158559861,2.60754383,6.52E-06,,,2454964.83537,0.00205,,,0.01808,0.00084,5717,0.04,4.46,287.7938184,45.9802492,1,4
Kepler-1251 b,TIC 26583618,45.0904643,0.000463,,,2454966.5596,0.00733,,,0.01897,0.00104,5545,-0.04,4.51,292.1151093,49.2563792,1,4
Kepler-1252 b,TIC 268387099,15.0540329,0.0001248,,,2454968.53067,0.007,,,0.01421,0.00059,5949,0.03,4.38,298.9503634,46.6928437,1,4
Kepler-1253 b,TIC 164557694,68.8861915,0.000527,,,2454993.29804,0.00588,,,0.01134,0.00014,5850,-0.14,4.33,283.8852196,47.6371507,1,4
Kepler-1255 b,TIC 271538318,36.2919336,0.0003156,,,2454965.17812,0.00733,,,0.01926,0.00073,6018,0.02,4.37,295.2392569,42.7264842,1,4
Kepler-1256 b,TIC 159763320,12.4127754,0.000108,,,2454973.36032,0.00772,,,0.01004,0.00218,6129,0.05,4.23,291.4742443,44.6834119,1,2
Kepler-1257 b,TIC 272084528,2.66831376,9.86E-06,,,2454964.68877,0.00274,,,0.01582,0.00078,5502,-0.09,4.52,296.0756231,45.6270165,1,4
Kepler-1258 b,TIC 279918915,0.98494017,3.18E-06,,,2454966.31962,0.00253,,,0.0083,0.00036,5839,-0.07,4.45,285.4049723,49.9948186,1,6
Kepler-1259 b,TIC 273592350,0.66308526,8.7E-07,,,2454964.97945,0.000996,,,0.01712,0.00036,5053,-0.07,4.58,297.8414628,46.9676288,1,4
Kepler-1260 b,TIC 271759028,19.1187753,0.0001687,,,2454971.42568,0.00598,,,0.01532,0.00136,5961,0.01,4.39,295.5912652,42.5552261,1,4
Kepler-1261 b,TIC 48506742,48.4308991,0.0003144,,,2454974.46029,0.00486,,,0.02722,0.00117,5006,0.03,4.58,285.2324786,48.8066963,1,4
Kepler-1262 b,TIC 158794459,8.67900242,3.79E-05,,,2454973.90699,0.00385,,,0.01688,0.00068,5771,-0.02,4.45,288.7718287,42.2131694,1,2
Kepler-1263 b,TIC 158270568,4.55139967,2.128E-05,,,2454966.06025,0.0038,,,0.01333,0.00309,5213,-0.03,4.56,286.483626,46.7526182,1,6
Kepler-1264 b,TIC 159177065,0.96852602,2.33E-06,,,2454964.51141,0.00196,,,0.01051,0.00044,5791,-0.02,4.45,289.8844102,45.2115075,1,4
Kepler-1265 b,TIC 164781761,6.49441289,2.951E-05,,,2454965.25045,0.00357,,,0.01818,0.00067,4630,-0.1,4.63,284.5858364,47.0795646,1,4
Kepler-1266 b,TIC 158167159,28.474748,0.0002045,,,2454987.58191,0.00661,,,0.03141,9E-05,5044,-0.07,4.59,285.8693277,42.7279996,1,4
Kepler-1267 b,TIC 268604100,13.0313945,0.0001104,,,2454977.11387,0.00685,,,0.02314,0.00114,6096,0.07,4.33,299.1695093,43.4410533,1,4
Kepler-1268 b,TIC 158630552,40.9903986,0.0004806,,,2454965.41393,0.00818,,,0.01712,0.00096,5904,0.05,4.38,287.838419,43.1531776,1,2
Kepler-1269 b,TIC 158559018,37.3331536,0.000321,,,2454995.90448,0.00662,,,0.01273,0.00061,5998,0.07,4.36,287.8055442,45.3405371,1,2
Kepler-1270 b,TIC 399826741,6.03356196,6.551E-05,,,2454970.11912,0.00809,,,0.00946,2E-05,5047,-0.02,3.49,286.7156676,48.6452552,1,2
Kepler-1271 b,TIC 120825510,3.0255955,1.16E-05,,,2454967.3645,0.00351,,,0.01062,0.00042,6143,-0.01,4.31,286.3442954,37.4119347,1,1
Kepler-1272 b,TIC 399794186,51.1309704,0.0004514,,,2454970.17952,0.00772,,,0.01991,0.00334,5926,0.06,4.39,285.2197605,38.8058393,1,4
Kepler-1273 b,TIC 279913214,28.625653,0.0002174,,,2454991.11317,0.00574,,,0.02521,0.00085,5566,0.03,4.5,285.8032016,44.8733983,1,4
Kepler-1274 b,TIC 164781116,6.98152703,6.708E-05,,,2454965.76973,0.00881,,,0.00561,0.00022,6179,0.11,3.93,284.5936858,46.4497364,1,4
Kepler-1275 b,TIC 270521167,3.65691115,1.583E-05,,,2454967.95397,0.00372,,,0.01003,0.00036,6296,0.04,4.26,293.5004955,44.9324455,1,4
Kepler-1276 b,TIC 121333541,12.5720095,0.0001098,,,2454976.08176,0.00651,,,0.00925,0.00112,6188,-0.02,4.33,287.8570173,40.5471909,1,2
Kepler-1277 b,TIC 138969285,40.8365012,0.0004586,,,2454985.8751,0.00921,,,0.01584,0.00272,5578,-0.01,4.49,295.1025166,40.5723736,1,3
Kepler-1278 b,TIC 164413187,3.23941344,1.696E-05,,,2454966.98443,0.00408,,,0.00819,0.00045,6074,0.02,4.35,282.9569197,42.8255589,1,4
Kepler-1279 b,TIC 121465371,23.4774101,0.0002445,,,2454978.35073,0.0089,,,0.0118,0.00221,6221,0.06,4.26,288.0955917,40.365909,1,2
Kepler-1280 b,TIC 270616541,66.5579057,0.0007705,,,2455014.32368,0.00866,,,0.01338,0.00049,6227,0.04,4.28,293.5738933,45.3844919,1,4
Kepler-1281 b,TIC 27458799,3.11602791,1.3E-05,,,2454966.85446,0.00318,,,0.01801,0.00046,5353,-0.04,4.55,295.3543571,48.5153932,1,4
Kepler-1282 b,TIC 159301148,2.13194651,6.87E-06,,,2454966.65379,0.00287,,,0.01567,0.0007,5504,0.01,4.51,290.1761688,46.6983036,1,2
Kepler-1283 b,TIC 184008951,12.9460978,0.0002185,,,2454972.4214,0.0109,,,0.01367,0.0007,6175,0.04,4.31,295.4623336,40.7769335,1,3
Kepler-1284 b,TIC 159726546,0.66407381,1.48E-06,,,2454966.40327,0.00175,,,0.01354,0.00077,5123,0.03,4.57,291.2789549,47.6875766,1,4
Kepler-1285 b,TIC 123410927,14.7967458,0.0001134,,,2454975.73773,0.00571,,,0.00747,0.00017,6170,0.16,4.3,281.8353366,44.1558825,1,4
Kepler-1286 b,TIC 351766517,11.25402929,6.812E-05,,,2454969.88902,0.00555,,,0.01994,0.00099,5753,0.03,4.45,280.2583709,43.8357433,1,4
Kepler-1287 b,TIC 158985675,11.47685909,6.466E-05,,,2454972.62986,0.0049,,,0.01454,0.00083,5715,-0.05,4.48,289.1346298,47.063018,1,4
Kepler-1288 b,TIC 120577770,2.76122421,1.477E-05,,,2454964.61013,0.00416,,,0.00772,0.00021,6132,0.14,4.29,285.7135,41.6058799,1,4
Kepler-1289 b,TIC 184428068,7.99019627,5.083E-05,,,2454965.27183,0.0052,,,0.01221,0.00065,6080,0.02,4.35,296.388767,41.040509,1,3
Kepler-1290 b,TIC 159450182,4.69500134,4.206E-05,,,2454966.93999,0.0063,,,0.01448,0.00085,5660,-0.02,4.49,290.6852287,43.8596155,1,4
Kepler-1291 b,TIC 122063936,8.63043276,6.731E-05,,,2454972.5825,0.00672,,,0.01876,0.00015,5216,-0.04,4.56,289.3770051,40.0010791,1,2
Kepler-1292 b,TIC 164830162,3.27646405,1.548E-05,,,2454964.97934,0.00437,,,0.01801,0.00097,5556,0.08,4.49,284.9057222,43.9491434,1,4
Kepler-1293 b,TIC 267749620,5.57654784,4.024E-05,,,2454969.42771,0.00578,,,0.00712,0.00028,6241,0,4.29,290.0258783,48.3359227,1,4
Kepler-1294 b,TIC 159721015,115.6862258,0.0008445,,,2455079.98767,0.0059,,,0.02982,0.00105,5776,-0.03,4.46,291.2681037,44.4881624,1,2
Kepler-1295 b,TIC 159723041,3.81371974,2.278E-05,,,2454965.57103,0.00496,,,0.01648,0.00098,5486,0.04,4.51,291.3978451,45.588553,1,4
Kepler-1296 b,TIC 137410211,8.3839865,8.648E-05,,,2454967.41175,0.00912,,,0.00972,0.00063,5359,-0.04,4.55,292.1251038,41.4077928,1,2
Kepler-1297 b,TIC 159225841,1.68189002,1.032E-05,,,2454966.08175,0.0048,,,0.00865,0.00041,5818,-0.04,4.45,289.9564415,47.0203466,1,2
Kepler-1298 b,TIC 267667467,7.12811928,4.863E-05,,,2454969.88305,0.00548,,,0.00621,0.00028,6339,0.13,4,284.4227535,49.1061907,1,6
Kepler-1299 b,TIC 120762000,19.9400874,0.0001457,,,2454975.34994,0.00603,,,0.02998,0.00502,5609,-0.01,4.5,286.1501263,37.4113438,1,1
Kepler-1300 b,TIC 121865605,22.2419092,0.0002454,,,2454977.72514,0.00848,,,0.00741,0.00043,6130,0.05,4.04,289.0330532,40.0869182,1,2
Kepler-1301 b,TIC 158278132,9.08237046,4.331E-05,,,2454972.65023,0.0045,,,0.01633,0.00107,5188,0.01,4.56,286.6041816,42.4403309,1,4
Kepler-1302 b,TIC 417678115,8.83922659,5.866E-05,,,2454968.54701,0.00541,,,0.01553,0.00118,5236,0.04,4.55,290.9892462,50.308064,1,4
Kepler-1303 b,TIC 164674711,7.56127224,4.12E-05,,,2454968.63599,0.00525,,,0.01279,0.00071,5771,0.04,4.44,284.287147,42.3555784,1,4
Kepler-1304 b,TIC 399819857,16.1288853,0.0001191,,,2454976.7543,0.00607,,,0.02576,0.00127,5259,-0.05,4.56,285.2763652,39.4468274,1,4
Kepler-1305 b,TIC 273131845,13.5630972,0.0001385,,,2454973.6532,0.00704,,,0.01794,0.00106,5701,0.01,4.47,297.3394624,46.3472165,1,4
Kepler-1306 b,TIC 271040328,16.29595382,7.404E-05,,,2454966.90933,0.00351,,,0.01848,0.00117,5727,0,4.45,294.4783627,46.9458638,1,4
Kepler-1307 b,TIC 63453366,18.01621096,9.522E-05,,,2454978.23823,0.00495,,,0.02121,0.00096,5884,0.06,4.39,292.8698348,46.7418679,1,4
Kepler-1308 b,TIC 120693011,2.10433812,4.24E-06,,,2454966.31479,0.00168,,,0.01388,0.00123,3468,-0.13,4.92,285.9287514,38.5207097,1,2
Kepler-1309 b,TIC 171098231,28.8432647,0.0002652,,,2454976.82205,0.00719,,,0.02653,0.00128,5235,-0.03,4.56,298.7351131,40.7641262,1,3
Kepler-1310 b,TIC 120043638,0.67933627,7.2E-07,,,2454965.857331,0.000883,,,0.01471,0.00041,5549,-0.07,4.51,283.9200236,40.7400419,1,4
Kepler-1312 b,TIC 137899873,5.44832529,7.35E-06,,,2454965.49031,0.00107,,,0.02109,0.00062,5719,-0.02,4.51,292.9712801,41.0357494,1,0
Kepler-1313 b,TIC 63213622,3.83309118,5.34E-06,,,2454964.63409,0.00115,,,0.0195,0.00034,5453,0,4.54,292.388582,42.2332767,1,2
Kepler-1314 b,TIC 270955259,5.42474928,3.97E-06,,,2454966.729098,0.000697,,,0.08038,0.00158,4188,-0.22,4.68,294.2373599,45.1968274,1,4
Kepler-1315 b,TIC 271881331,0.84338011,8.2E-07,,,2454964.966211,0.000802,,,0.01677,0.00069,4861,0.07,4.6,295.8215678,46.0530562,1,4
Kepler-1316 b,TIC 171502232,87.9732136,0.0005231,,,2455001.28919,0.00477,,,0.0292,0.00068,5884,0.03,4.36,298.8358277,40.2930714,1,2
Kepler-1317 b,TIC 63005467,0.56887443,6E-07,,,2454965.048841,0.000854,,,0.01751,0.0006,5144,-0.01,4.57,291.6118842,42.1159787,1,2
Kepler-1318 b,TIC 122442545,213.257663,0.001051,,,2455101.13587,0.00382,,,0.04095,0.00183,4598,-0.01,4.62,290.3763246,41.1507928,1,2
Kepler-1319 b,TIC 417676990,2.88676265,3.37E-06,,,2454964.66581,0.00114,,,0.02308,0.01238,3655,0.44,4.73,290.9564463,49.3667933,2,4
Kepler-1320 b,TIC 121603556,0.86838653,1.16E-06,,,2454965.06728,0.00113,,,0.02147,0.00025,4817,0.1,4.6,288.4335977,40.3808519,1,2
Kepler-1322 b,TIC 275490412,0.96286738,2.04E-06,,,2454965.12398,0.00183,,,0.01686,0.00051,5488,-0.07,4.52,293.2045009,45.4353919,1,4
Kepler-1323 b,TIC 63452310,0.92990668,7.5E-07,,,2454965.250751,0.000712,,,0.00987,0.0001,6169,0.02,4.21,292.8722515,46.098729,1,4
Kepler-1324 b,TIC 137090755,4.11584468,8.55E-06,,,2454967.11946,0.00177,,,0.019,0.00077,4776,0.05,4.61,291.1849503,40.3112023,1,2
Kepler-1325 b,TIC 164828023,33.8786838,0.0002334,,,2454993.21784,0.00488,,,0.02868,2E-05,5550,0.01,4.5,285.0171505,42.085312,1,4
Kepler-1326 b,TIC 184417262,42.3514267,0.0001372,,,2454964.6238,0.00271,,,0.0224,0.0005,6725,0.02,4.12,296.222199,39.268942,1,3
Kepler-1327 b,TIC 299153388,14.88801098,8.768E-05,,,2454974.93758,0.00446,,,0.01557,0.00339,5885,-0.03,4.42,289.0648073,50.4609183,1,4
Kepler-1328 b,TIC 164778883,4.52158888,2.184E-05,,,2454966.21655,0.00389,,,0.00944,0.00037,5780,0,4.44,284.6753857,44.4177225,1,4
Kepler-1329 b,TIC 47977416,9.33646594,3.106E-05,,,2454973.68079,0.0028,,,0.02897,0.00029,4500,0.02,4.62,281.6476437,48.2709523,1,4
Kepler-1330 b,TIC 122595516,10.10769068,4.951E-05,,,2454968.10813,0.00429,,,0.01644,0.00052,5608,0.08,4.48,290.5767116,39.9568913,1,2
Kepler-1331 b,TIC 169083837,0.78916165,1.21E-06,,,2454964.5051,0.00134,,,0.01412,0.00064,4508,0.05,4.63,297.0737928,41.2244613,1,3
Kepler-1332 b,TIC 159578257,11.87456832,3.749E-05,,,2454973.21371,0.00257,,,0.01381,0.00076,5581,0,4.51,291.0286411,43.9137055,1,4
Kepler-1333 b,TIC 138219367,109.6471842,0.0007077,,,2455023.67583,0.00541,,,0.02827,0.00103,5628,-0.04,4.49,293.5275797,41.111394,1,2
Kepler-1334 b,TIC 299217895,15.64591713,7.265E-05,,,2454979.04844,0.00349,,,0.02304,0.0007,5614,-0.03,4.5,289.311532,51.3209059,1,6
Kepler-1335 b,TIC 164827658,6.26406846,2.706E-05,,,2454965.82895,0.00335,,,0.01807,0.00102,4903,-0.07,4.6,284.8384394,42.0703371,1,4
Kepler-1337 b,TIC 158324326,24.4002549,0.0001089,,,2454968.62939,0.00349,,,0.03286,1E-05,4523,-0.09,4.64,287.0091176,46.7961229,1,6
Kepler-1338 b,TIC 120105633,0.93511806,2.76E-06,,,2454965.19931,0.00254,,,0.00771,0.00024,5909,0,4.41,284.0422701,41.6990348,1,4
Kepler-1339 b,TIC 48354224,1.34155513,3.7E-06,,,2454965.7388,0.00236,,,0.007,0.00033,5586,0.01,4.47,283.7457695,48.373469,1,6
Kepler-1340 b,TIC 272183546,0.66502692,1.6E-06,,,2454964.65768,0.00206,,,0.00962,0.00037,6331,0.07,4.24,296.2328099,42.4727965,1,4
Kepler-1341 b,TIC 123126460,132.9968322,0.0009243,,,2455091.38598,0.00548,,,0.03765,0.00522,4662,0.19,4.62,280.5116813,44.1593503,2,4
Kepler-1342 b,TIC 272942844,2.21571036,8.12E-06,,,2454964.82215,0.00307,,,0.01669,0.00094,5527,0.03,4.51,297.0200549,43.4325382,1,4
Kepler-1343 b,TIC 27081773,3.35183158,1.113E-05,,,2454964.64828,0.00283,,,0.01914,0.00078,5759,-0.16,4.48,294.294483,50.725385,1,4
Kepler-1344 b,TIC 158394286,4.7683049,1.895E-05,,,2454967.8621,0.00453,,,0.01466,0.00047,5981,0.06,4.37,287.0862799,46.9457998,1,6
Kepler-1345 b,TIC 63288941,44.6169557,0.0003329,,,2454997.44482,0.00577,,,0.01397,0.00057,6449,0.04,4.18,292.4779428,46.022821,1,4
Kepler-1346 b,TIC 63066410,3.40165668,1.161E-05,,,2454965.06095,0.00287,,,0.01205,0.00051,6133,0.04,4.33,291.841341,45.179185,1,4
Kepler-1347 b,TIC 172422725,14.00947528,7.001E-05,,,2454965.97208,0.00391,,,0.01184,0.00058,5193,-0.11,4.57,299.6595903,40.8438526,1,2
Kepler-1348 b,TIC 26582909,27.5722742,0.000228,,,2454978.39277,0.00782,,,0.01693,5E-05,5911,-0.01,4.42,292.0874126,49.788709,1,4
Kepler-1349 b,TIC 405719110,2.12823928,1.057E-05,,,2454965.47062,0.00438,,,0.00464,0.00023,6086,0.03,4.29,286.3385562,48.7442697,1,2
Kepler-1351 b,TIC 270609625,0.91614077,1.92E-06,,,2454965.02275,0.00166,,,0.00897,0.00063,4439,-0.03,4.64,293.6084289,42.1978746,1,4
Kepler-1352 b,TIC 290034960,1.87788275,7.35E-06,,,2454965.26191,0.0033,,,0.00654,0.00028,6118,0,4.35,290.6937988,48.7014417,1,4
Kepler-1353 b,TIC 271960006,24.7543966,0.0001431,,,2454973.20475,0.0051,,,0.02309,0.00455,4776,-0.06,4.61,295.7353911,42.5762317,1,4
Kepler-1354 b,TIC 137096633,76.613377,0.0007773,,,2454986.7999,0.0103,,,0.02224,0.0027,6168,0.03,4.31,291.2451266,37.7590079,1,1
Kepler-1355 b,TIC 48354835,1.28958811,3.5E-06,,,2454964.89161,0.00226,,,0.01569,0.00079,5352,-0.04,4.55,283.7414249,49.0679833,1,4
Kepler-1356 b,TIC 159576968,0.63400294,1.2E-06,,,2454964.89483,0.00161,,,0.01772,0.00083,5106,-0.02,4.58,290.9953825,43.2438792,1,2
Kepler-1357 b,TIC 26472830,3.0091324,1.52E-05,,,2454964.62411,0.00465,,,0.01288,0.00074,5597,-0.06,4.5,291.5480665,50.3532584,1,4
Kepler-1358 b,TIC 158169713,7.06317341,2.9E-05,,,2454965.53077,0.00371,,,0.01301,0.00036,5181,-0.08,4.57,286.1705469,43.0089,1,4
Kepler-1359 b,TIC 159102744,59.4970952,0.0005052,,,2454979.95047,0.00685,,,0.03562,0.00554,4709,0.11,4.62,289.538818,41.8928154,1,2
Kepler-1360 b,TIC 239287622,40.5286413,0.0003328,,,2455001.02881,0.00651,,,0.01742,0.00059,6778,0.06,4.09,300.3440482,45.6231826,1,4
Kepler-1361 b,TIC 164525875,3.57554956,2.329E-05,,,2454965.85828,0.0046,,,0.00999,0.00126,5131,0,4.57,283.5653603,46.9042278,1,4
Kepler-1362 b,TIC 121660595,136.205626,0.001278,,,2455067.72365,0.00717,,,0.03238,0.00098,4857,0.06,4.6,288.5385574,40.8771276,1,2
Kepler-1363 b,TIC 27990682,2.94194094,1.171E-05,,,2454966.10708,0.00345,,,0.01557,0.00091,4839,-0.09,4.61,296.9964872,49.2563228,1,4
Kepler-1364 b,TIC 27396284,13.32196237,8.114E-05,,,2454975.72146,0.00497,,,0.01121,0.00145,6805,0.04,4.1,295.1521334,49.5876179,1,4
Kepler-1366 b,TIC 120421638,2.16457097,6.83E-06,,,2454964.83228,0.0029,,,0.02172,0.00114,4070,-0.02,4.68,285.0648845,41.5548464,1,4
Kepler-1367 b,TIC 158731868,1.57409027,5.24E-06,,,2454964.86218,0.00311,,,0.0143,0.00089,4106,-0.06,4.68,288.4166786,47.8787308,1,4
Kepler-1368 b,TIC 378159769,0.67564949,2.55E-06,,,2454964.68163,0.00355,,,0.0137,0.00057,5906,0.1,4.4,294.7669795,41.6446434,1,4
Kepler-1369 b,TIC 120686458,25.873148,0.0001453,,,2454976.27938,0.00562,,,0.02502,0.00089,5761,0,4.45,285.7972604,40.9361923,1,4
Kepler-1372 b,TIC 158843824,1.31155557,5.54E-06,,,2454964.53493,0.00382,,,0.012,0.00268,5677,0.05,4.46,288.8865895,44.8394672,1,4
Kepler-1373 b,TIC 120627712,1.29123275,6.46E-06,,,2454964.98938,0.0042,,,0.00776,0.00037,6299,0.03,4.27,285.7520229,39.2491731,1,4
Kepler-1374 b,TIC 159722311,10.65276707,5.294E-05,,,2454969.08934,0.00447,,,0.02647,0.00119,5323,-0.13,4.56,291.3499783,45.1722521,1,2
Kepler-1375 b,TIC 272269239,3.3004192,1.505E-05,,,2454966.56382,0.00412,,,0.00918,0.00027,6704,0.09,4.11,296.2935173,43.4032189,1,4
Kepler-1376 b,TIC 158386680,5.30880656,4.525E-05,,,2454967.24408,0.00636,,,0.0103,0.00061,5659,0.07,4.46,286.9584368,42.541409,1,2
